Transaction_ID,Date,SKU_ID,Category,Brand,Competitor_Brand,Competitor_Price,Massmart_Price,Cost_Price,Gross_Margin,Units_Sold,Promotion_Flag,Promo_Type,Store_Region,Channel,Stock_On_Hand,Weather_Index,Season,Customer_Segment,Return_Rate
TXN100143,2024-07-14,SNA_969,Snacks,TreatsCo,CompC,43.67,48.23,42.22,0.125,68,0,None,Eastern Cape,Online,340,0.44,Winter,Value,0.029
TXN102165,2024-07-15,PER_288,Personal Care,BodyCare,CompE,81.54,87.15,71.51,0.179,25,0,None,Mpumalanga,In-store,50,0.51,Winter,Value,0.033
TXN101168,2024-07-15,DAI_454,Dairy,MilkyWay,CompA,84.99,82.1,54.86,0.332,40,0,None,Gauteng,Online,200,0.62,Winter,Premium,0.014
TXN101797,2024-07-15,HOU_323,Household,CleanEase,CompC,300.98,302.86,237.05,0.217,36,0,None,Mpumalanga,In-store,108,0.56,Winter,Value,0.027
TXN101282,2024-07-15,HOU_973,Household,SparkPro,CompB,292.94,287.66,195.94,0.319,50,0,None,Western Cape,In-store,50,0.66,Winter,Mid-tier,0.011
TXN100602,2024-07-15,PER_883,Personal Care,SoftTouch,CompA,113.46,114.58,90.05,0.214,35,0,None,Western Cape,In-store,70,0.52,Winter,Mid-tier,0.019
TXN102366,2024-07-15,BEV_533,Beverages,BrewMaster,CompE,92.96,92.36,65.04,0.296,39,0,None,Eastern Cape,In-store,117,0.37,Winter,Premium,0.039
TXN101135,2024-07-15,SNA_230,Snacks,MunchBox,CompE,55.41,53.15,34.7,0.347,70,0,None,Gauteng,Online,350,0.39,Winter,Mid-tier,0.012
TXN100660,2024-07-15,PER_978,Personal Care,SoftTouch,CompD,114.49,112.63,102.69,0.088,35,0,None,Western Cape,Online,140,0.45,Winter,Value,0.032
TXN102419,2024-07-16,PER_635,Personal Care,PureSkin,CompA,125.02,116.56,91.03,0.219,53,0,None,KwaZulu-Natal,In-store,106,0.53,Winter,Value,0.016
TXN102106,2024-07-16,PER_532,Personal Care,PureSkin,CompC,222.91,210.42,163.5,0.223,47,0,None,Eastern Cape,Online,47,0.55,Winter,Value,0.046
TXN100514,2024-07-16,SNA_153,Snacks,CrunchTime,CompB,37.83,38.67,31.28,0.191,76,1,Flash Sale,Mpumalanga,In-store,228,0.36,Winter,Value,0.031
TXN101176,2024-07-16,SNA_399,Snacks,Snackster,CompB,11.53,12.07,10.52,0.128,69,0,None,Gauteng,In-store,276,0.41,Winter,Mid-tier,0.009
TXN101846,2024-07-16,PER_331,Personal Care,BodyCare,CompA,171.42,163.81,117.01,0.286,42,0,None,Gauteng,Online,42,0.5,Winter,Premium,0.039
TXN101972,2024-07-16,DAI_233,Dairy,Creamy,CompB,89.9,91.92,72.21,0.214,81,1,Discount,Western Cape,In-store,81,0.64,Winter,Mid-tier,0.036
TXN100142,2024-07-16,BEV_124,Beverages,BrewMaster,CompB,43.41,42.13,36.76,0.127,101,1,None,Gauteng,Online,101,0.4,Winter,Value,0.021
TXN102190,2024-07-17,PER_301,Personal Care,PureSkin,CompA,169.87,173.33,118.39,0.317,34,0,None,Mpumalanga,In-store,34,0.49,Winter,Mid-tier,0.027
TXN102050,2024-07-17,SNA_659,Snacks,CrunchTime,CompE,69.09,72.46,65.73,0.093,41,0,None,Eastern Cape,Online,41,0.38,Winter,Premium,0.024
TXN101832,2024-07-17,DAI_660,Dairy,Creamy,CompD,40.47,35.82,24.37,0.32,71,1,Flash Sale,Eastern Cape,In-store,142,0.7,Winter,Premium,0.03
TXN101398,2024-07-17,HOU_121,Household,EcoHome,CompD,111.56,115.5,78.09,0.324,44,0,None,Eastern Cape,In-store,44,0.53,Winter,Mid-tier,0.036
TXN100685,2024-07-18,BEV_826,Beverages,CoolSip,CompE,104.53,105.57,74.18,0.297,69,0,None,KwaZulu-Natal,In-store,276,0.4,Winter,Mid-tier,0.025
TXN102046,2024-07-18,BEV_144,Beverages,FizzUp,CompC,102.01,102.36,63.8,0.377,93,0,None,Western Cape,In-store,465,0.46,Winter,Value,0.021
TXN100675,2024-07-18,HOU_354,Household,EcoHome,CompC,173.08,180.17,160.64,0.108,24,0,None,Eastern Cape,In-store,96,0.62,Winter,Mid-tier,0.02
TXN100303,2024-07-18,HOU_629,Household,HomeFresh,CompC,209.35,216.66,186.9,0.137,36,0,None,Western Cape,In-store,72,0.62,Winter,Value,0.035
TXN100697,2024-07-18,BEV_574,Beverages,CoolSip,CompB,41.98,39.49,29.03,0.265,55,1,Bundle,Mpumalanga,In-store,275,0.38,Winter,Premium,0.017
TXN101862,2024-07-19,PER_546,Personal Care,SoftTouch,CompE,183.04,183.75,164.04,0.107,40,0,None,Mpumalanga,In-store,160,0.53,Winter,Value,0.036
TXN102430,2024-07-20,DAI_322,Dairy,MilkyWay,CompC,13.39,12.94,10.5,0.189,122,1,None,KwaZulu-Natal,In-store,488,0.72,Winter,Mid-tier,0.022
TXN100708,2024-07-20,SNA_962,Snacks,TreatsCo,CompE,9.55,10.13,7.91,0.219,67,0,None,KwaZulu-Natal,In-store,201,0.34,Winter,Value,0.012
TXN102384,2024-07-20,DAI_595,Dairy,DairyDelight,CompC,7.67,8.17,7.23,0.115,73,0,None,Eastern Cape,In-store,292,0.77,Winter,Mid-tier,0.021
TXN102458,2024-07-20,BEV_607,Beverages,AquaPure,CompC,83.06,85.72,73.94,0.137,57,0,None,Western Cape,In-store,114,0.4,Winter,Mid-tier,0.033
TXN101729,2024-07-21,BEV_701,Beverages,AquaPure,CompA,92.34,94.33,64.73,0.314,81,0,None,Gauteng,In-store,324,0.41,Winter,Value,0.037
TXN100358,2024-07-21,SNA_315,Snacks,CrunchTime,CompB,78.15,79.49,49.27,0.38,63,0,None,Eastern Cape,In-store,63,0.47,Winter,Value,0.013
TXN101355,2024-07-21,PER_879,Personal Care,GlowWell,CompB,214.58,213.48,138.15,0.353,57,0,None,Western Cape,In-store,171,0.57,Winter,Value,0.035
TXN101670,2024-07-21,DAI_928,Dairy,FarmFresh,CompD,66.45,68.23,50.87,0.254,80,0,None,KwaZulu-Natal,In-store,160,0.72,Winter,Value,0.009
TXN101295,2024-07-21,PER_430,Personal Care,GlowWell,CompA,221.15,213.89,186.46,0.128,48,0,None,Eastern Cape,In-store,48,0.45,Winter,Mid-tier,0.034
TXN100113,2024-07-21,BEV_551,Beverages,FizzUp,CompD,63.54,61.9,40.09,0.352,88,0,None,KwaZulu-Natal,In-store,352,0.41,Winter,Value,0.017
TXN101968,2024-07-21,BEV_396,Beverages,BrewMaster,CompB,26.54,29.17,23.24,0.203,42,0,None,Western Cape,In-store,210,0.35,Winter,Premium,0.04
TXN102088,2024-07-22,HOU_367,Household,SparkPro,CompC,170.86,166.23,124.01,0.254,44,0,None,Mpumalanga,In-store,220,0.48,Winter,Value,0.034
TXN101429,2024-07-22,SNA_881,Snacks,MunchBox,CompE,78.1,80.67,56.16,0.304,69,0,None,Gauteng,In-store,207,0.47,Winter,Value,0.015
TXN101351,2024-07-22,SNA_538,Snacks,TreatsCo,CompA,77.07,74.9,56.69,0.243,72,0,None,Mpumalanga,In-store,216,0.4,Winter,Value,0.017
TXN101696,2024-07-22,SNA_545,Snacks,Snackster,CompB,42.07,38.33,27.74,0.276,97,0,None,KwaZulu-Natal,In-store,485,0.51,Winter,Value,0.039
TXN102247,2024-07-22,BEV_644,Beverages,AquaPure,CompA,69.62,73.4,57.33,0.219,83,0,None,KwaZulu-Natal,In-store,332,0.43,Winter,Value,0.038
TXN102180,2024-07-22,BEV_868,Beverages,AquaPure,CompC,22.92,22.93,16.34,0.287,57,0,None,Mpumalanga,In-store,228,0.4,Winter,Premium,0.026
TXN100772,2024-07-22,HOU_713,Household,EcoHome,CompC,95.62,100.11,86.44,0.137,36,0,None,Gauteng,In-store,72,0.54,Winter,Value,0.012
TXN101202,2024-07-22,DAI_950,Dairy,DairyDelight,CompE,13.84,14.48,10.21,0.295,102,1,Discount,Gauteng,In-store,204,0.71,Winter,Mid-tier,0.016
TXN100494,2024-07-23,SNA_191,Snacks,MunchBox,CompE,15.95,16.17,10.69,0.339,82,0,None,KwaZulu-Natal,In-store,410,0.49,Winter,Value,0.017
TXN100604,2024-07-23,BEV_481,Beverages,CoolSip,CompD,16.81,15.82,9.55,0.396,78,0,None,KwaZulu-Natal,In-store,156,0.36,Winter,Value,0.013
TXN100486,2024-07-23,HOU_911,Household,HomeFresh,CompC,15.23,14.42,12.19,0.155,42,0,None,KwaZulu-Natal,In-store,168,0.56,Winter,Mid-tier,0.02
TXN101542,2024-07-23,HOU_867,Household,SparkPro,CompD,397.2,417.64,264.93,0.366,28,0,None,KwaZulu-Natal,In-store,84,0.58,Winter,Mid-tier,0.009
TXN100126,2024-07-23,PER_881,Personal Care,SoftTouch,CompD,66.12,63.67,46.72,0.266,29,0,None,Gauteng,In-store,29,0.5,Winter,Premium,0.015
TXN102104,2024-07-23,BEV_850,Beverages,FizzUp,CompA,93.17,90.87,58.09,0.361,82,0,None,Gauteng,Online,328,0.4,Winter,Mid-tier,0.024
TXN102349,2024-07-23,HOU_663,Household,CleanEase,CompA,57.91,54.09,36.87,0.318,33,0,None,Eastern Cape,In-store,165,0.59,Winter,Premium,0.036
TXN100212,2024-07-23,HOU_514,Household,EcoHome,CompD,320.41,333.77,210.29,0.37,28,0,None,Mpumalanga,Online,140,0.58,Winter,Mid-tier,0.011
TXN101619,2024-07-24,SNA_600,Snacks,MunchBox,CompA,58.79,59.97,55.09,0.081,71,0,None,Eastern Cape,In-store,213,0.46,Winter,Value,0.007
TXN100104,2024-07-24,SNA_933,Snacks,Snackster,CompB,45.46,43.98,31.65,0.28,76,0,None,Western Cape,In-store,380,0.5,Winter,Mid-tier,0.035
TXN101071,2024-07-24,HOU_775,Household,CleanEase,CompE,250.81,261.64,164.91,0.37,48,0,None,Western Cape,In-store,48,0.64,Winter,Mid-tier,0.011
TXN101726,2024-07-24,BEV_805,Beverages,FizzUp,CompC,90.8,90.41,64.58,0.286,90,0,None,Eastern Cape,In-store,270,0.44,Winter,Value,0.033
TXN100298,2024-07-24,BEV_968,Beverages,FizzUp,CompE,37.72,34.72,24.0,0.309,92,0,None,KwaZulu-Natal,In-store,460,0.44,Winter,Mid-tier,0.018
TXN101500,2024-07-24,BEV_310,Beverages,BrewMaster,CompA,64.86,68.04,45.1,0.337,66,0,None,Western Cape,Online,66,0.47,Winter,Premium,0.03
TXN100933,2024-07-24,SNA_906,Snacks,MunchBox,CompD,26.42,27.33,24.86,0.09,66,0,None,Western Cape,In-store,330,0.43,Winter,Value,0.033
TXN102410,2024-07-24,PER_806,Personal Care,GlowWell,CompA,51.05,48.9,40.87,0.164,51,0,None,Western Cape,In-store,255,0.49,Winter,Value,0.04
TXN102439,2024-07-24,BEV_238,Beverages,AquaPure,CompD,74.39,71.62,52.64,0.265,53,0,None,Eastern Cape,In-store,53,0.46,Winter,Premium,0.033
TXN100269,2024-07-25,HOU_698,Household,CleanEase,CompC,175.35,178.21,151.86,0.148,53,0,None,KwaZulu-Natal,In-store,212,0.62,Winter,Value,0.029
TXN100337,2024-07-25,HOU_177,Household,SparkPro,CompE,267.84,276.57,211.61,0.235,29,0,None,KwaZulu-Natal,In-store,116,0.54,Winter,Premium,0.007
TXN102407,2024-07-25,BEV_990,Beverages,CoolSip,CompD,73.73,77.82,51.12,0.343,44,0,None,Eastern Cape,In-store,176,0.34,Winter,Mid-tier,0.034
TXN100542,2024-07-25,BEV_875,Beverages,FizzUp,CompD,57.23,52.35,42.86,0.181,92,0,None,Eastern Cape,In-store,276,0.4,Winter,Value,0.037
TXN101080,2024-07-25,PER_623,Personal Care,GlowWell,CompC,212.78,197.27,148.37,0.248,48,0,None,Mpumalanga,In-store,144,0.51,Winter,Mid-tier,0.028
TXN101021,2024-07-25,DAI_677,Dairy,MilkyWay,CompD,17.82,18.1,12.23,0.324,73,0,None,Western Cape,In-store,219,0.63,Winter,Value,0.019
TXN101706,2024-07-26,BEV_195,Beverages,FizzUp,CompE,91.3,95.92,75.13,0.217,99,1,Flash Sale,Western Cape,In-store,198,0.52,Winter,Value,0.026
TXN102148,2024-07-26,HOU_815,Household,SparkPro,CompA,259.01,281.7,256.81,0.088,18,0,None,KwaZulu-Natal,Online,18,0.65,Winter,Mid-tier,0.015
TXN101712,2024-07-26,SNA_331,Snacks,Snackster,CompA,32.39,30.19,26.61,0.119,66,0,None,Mpumalanga,In-store,198,0.45,Winter,Value,0.039
TXN102331,2024-07-26,SNA_780,Snacks,MunchBox,CompB,6.43,6.73,5.71,0.152,85,0,None,Western Cape,In-store,340,0.45,Winter,Value,0.021
TXN100556,2024-07-26,DAI_443,Dairy,Creamy,CompB,11.12,10.16,7.09,0.302,90,0,None,KwaZulu-Natal,In-store,450,0.65,Winter,Value,0.021
TXN100863,2024-07-26,HOU_652,Household,CleanEase,CompA,66.99,69.39,59.71,0.14,51,1,Bundle,Eastern Cape,In-store,102,0.6,Winter,Mid-tier,0.016
TXN100701,2024-07-26,SNA_360,Snacks,MunchBox,CompE,65.14,64.95,51.11,0.213,91,1,Discount,Eastern Cape,In-store,91,0.51,Winter,Mid-tier,0.011
TXN101412,2024-07-27,SNA_710,Snacks,CrunchTime,CompB,7.92,7.23,4.58,0.367,67,0,None,Eastern Cape,In-store,201,0.51,Winter,Premium,0.029
TXN100294,2024-07-27,DAI_651,Dairy,Creamy,CompB,41.72,43.16,38.95,0.098,63,1,Multi-buy,Gauteng,Online,63,0.57,Winter,Mid-tier,0.013
TXN100849,2024-07-27,PER_149,Personal Care,GlowWell,CompD,92.97,94.15,85.06,0.097,25,0,None,KwaZulu-Natal,In-store,50,0.41,Winter,Mid-tier,0.031
TXN101115,2024-07-27,PER_994,Personal Care,PureSkin,CompB,152.69,144.38,114.78,0.205,83,1,Flash Sale,Western Cape,In-store,83,0.53,Winter,Value,0.031
TXN100456,2024-07-27,BEV_437,Beverages,CoolSip,CompE,26.08,29.43,21.7,0.263,68,0,None,Mpumalanga,In-store,136,0.33,Winter,Value,0.014
TXN100667,2024-07-27,SNA_911,Snacks,TreatsCo,CompC,36.52,36.29,32.48,0.105,67,0,None,Mpumalanga,In-store,134,0.45,Winter,Mid-tier,0.025
TXN100253,2024-07-27,BEV_292,Beverages,FizzUp,CompA,115.08,113.94,73.69,0.353,66,0,None,KwaZulu-Natal,In-store,264,0.39,Winter,Premium,0.036
TXN101833,2024-07-28,SNA_641,Snacks,Snackster,CompA,27.85,27.64,19.05,0.311,80,0,None,Gauteng,In-store,160,0.42,Winter,Value,0.036
TXN101386,2024-07-28,SNA_804,Snacks,TreatsCo,CompD,17.3,15.53,9.87,0.364,116,0,None,Gauteng,In-store,580,0.5,Winter,Value,0.035
TXN100540,2024-07-28,SNA_164,Snacks,Snackster,CompB,40.77,42.59,27.0,0.366,75,0,None,Mpumalanga,In-store,300,0.44,Winter,Value,0.015
TXN100979,2024-07-28,HOU_403,Household,CleanEase,CompC,142.16,149.23,135.02,0.095,30,0,None,Mpumalanga,In-store,60,0.61,Winter,Mid-tier,0.028
TXN101059,2024-07-28,BEV_960,Beverages,CoolSip,CompE,70.64,69.86,50.84,0.272,69,0,None,KwaZulu-Natal,In-store,345,0.33,Winter,Mid-tier,0.034
TXN101193,2024-07-28,PER_383,Personal Care,GlowWell,CompE,87.3,84.46,69.39,0.178,38,1,None,Western Cape,In-store,38,0.41,Winter,Value,0.016
TXN102251,2024-07-28,SNA_470,Snacks,CrunchTime,CompC,59.87,55.26,35.96,0.349,77,0,None,Gauteng,In-store,77,0.39,Winter,Value,0.027
TXN101066,2024-07-29,HOU_843,Household,CleanEase,CompD,109.89,111.6,96.72,0.133,33,0,None,KwaZulu-Natal,In-store,33,0.55,Winter,Mid-tier,0.006
TXN100466,2024-07-29,PER_668,Personal Care,BodyCare,CompE,199.83,207.42,126.73,0.389,32,0,None,Western Cape,In-store,160,0.55,Winter,Value,0.035
TXN101170,2024-07-29,HOU_541,Household,SparkPro,CompD,31.19,32.85,26.21,0.202,43,0,None,Gauteng,In-store,86,0.61,Winter,Value,0.03
TXN101570,2024-07-29,HOU_926,Household,SparkPro,CompB,270.18,276.34,220.71,0.201,30,0,None,Eastern Cape,In-store,120,0.63,Winter,Value,0.036
TXN101242,2024-07-29,PER_958,Personal Care,SoftTouch,CompE,161.43,160.32,97.8,0.39,30,0,None,KwaZulu-Natal,In-store,60,0.43,Winter,Value,0.045
TXN101915,2024-07-29,SNA_619,Snacks,MunchBox,CompC,23.58,24.93,20.08,0.195,84,0,None,Western Cape,Online,252,0.5,Winter,Mid-tier,0.005
TXN100261,2024-07-29,PER_790,Personal Care,PureSkin,CompE,158.8,169.6,149.36,0.119,23,0,None,Mpumalanga,In-store,92,0.43,Winter,Value,0.037
TXN102250,2024-07-29,SNA_684,Snacks,Snackster,CompD,42.36,43.39,30.05,0.307,60,0,None,Western Cape,In-store,240,0.42,Winter,Mid-tier,0.022
TXN100462,2024-07-30,HOU_885,Household,SparkPro,CompA,81.15,75.11,62.29,0.171,57,0,None,Mpumalanga,In-store,171,0.6,Winter,Value,0.038
TXN101086,2024-07-30,BEV_921,Beverages,AquaPure,CompD,57.22,56.07,50.31,0.103,63,0,None,Gauteng,In-store,189,0.31,Winter,Mid-tier,0.038
TXN101539,2024-07-30,HOU_463,Household,HomeFresh,CompE,108.55,104.95,69.08,0.342,35,0,None,Mpumalanga,In-store,140,0.53,Winter,Premium,0.023
TXN101652,2024-07-31,HOU_387,Household,EcoHome,CompD,147.7,152.09,121.26,0.203,36,0,None,Mpumalanga,In-store,108,0.5,Winter,Mid-tier,0.017
TXN101128,2024-07-31,BEV_830,Beverages,AquaPure,CompC,60.7,64.16,42.06,0.344,61,0,None,Gauteng,In-store,122,0.35,Winter,Value,0.032
TXN102339,2024-07-31,PER_633,Personal Care,BodyCare,CompC,235.46,245.07,212.31,0.134,29,0,None,Western Cape,In-store,116,0.51,Winter,Mid-tier,0.042
TXN101543,2024-07-31,DAI_852,Dairy,MilkyWay,CompE,44.46,47.07,36.7,0.22,72,0,None,Eastern Cape,In-store,288,0.61,Winter,Value,0.038
TXN101142,2024-07-31,PER_224,Personal Care,GlowWell,CompC,181.6,194.24,140.8,0.275,22,0,None,Mpumalanga,In-store,44,0.49,Winter,Value,0.034
TXN100597,2024-07-31,PER_804,Personal Care,PureSkin,CompB,117.22,114.56,78.55,0.314,57,0,None,Gauteng,In-store,171,0.59,Winter,Value,0.023
TXN100671,2024-07-31,BEV_274,Beverages,CoolSip,CompE,42.54,43.31,36.41,0.159,88,0,None,Eastern Cape,In-store,440,0.43,Winter,Value,0.018
TXN100666,2024-07-31,SNA_689,Snacks,MunchBox,CompA,23.01,21.87,16.08,0.265,84,0,None,KwaZulu-Natal,In-store,168,0.42,Winter,Value,0.019
TXN101966,2024-07-31,SNA_908,Snacks,Snackster,CompE,30.46,30.97,18.62,0.399,72,0,None,Mpumalanga,In-store,360,0.41,Winter,Premium,0.023
TXN101330,2024-07-31,DAI_451,Dairy,MilkyWay,CompC,38.53,37.55,28.23,0.248,85,0,None,Eastern Cape,In-store,340,0.67,Winter,Value,0.017
TXN101407,2024-07-31,SNA_525,Snacks,MunchBox,CompB,76.33,64.98,46.17,0.289,125,0,None,Western Cape,In-store,125,0.39,Winter,Value,0.005
TXN102318,2024-08-01,BEV_497,Beverages,BrewMaster,CompC,29.39,30.78,20.01,0.35,60,0,None,KwaZulu-Natal,In-store,300,0.28,Winter,Value,0.03
TXN102476,2024-08-01,BEV_234,Beverages,AquaPure,CompA,27.21,26.32,17.33,0.342,88,0,None,Mpumalanga,In-store,88,0.46,Winter,Value,0.019
TXN100948,2024-08-01,PER_274,Personal Care,PureSkin,CompC,205.15,220.02,151.35,0.312,23,0,None,KwaZulu-Natal,Online,69,0.44,Winter,Premium,0.021
TXN101709,2024-08-01,SNA_324,Snacks,CrunchTime,CompD,54.84,54.8,42.51,0.224,60,0,None,Eastern Cape,Online,120,0.42,Winter,Premium,0.011
TXN102032,2024-08-01,HOU_714,Household,CleanEase,CompD,142.43,136.65,110.09,0.194,47,0,None,Eastern Cape,In-store,235,0.6,Winter,Mid-tier,0.029
TXN100346,2024-08-02,HOU_610,Household,CleanEase,CompD,40.89,43.26,28.63,0.338,38,0,None,Eastern Cape,In-store,114,0.56,Winter,Value,0.019
TXN100026,2024-08-02,BEV_928,Beverages,BrewMaster,CompA,86.07,81.94,67.69,0.174,90,0,None,Mpumalanga,In-store,450,0.47,Winter,Mid-tier,0.033
TXN101938,2024-08-02,HOU_937,Household,CleanEase,CompD,83.23,85.2,73.74,0.135,39,0,None,Eastern Cape,In-store,195,0.5,Winter,Mid-tier,0.02
TXN100686,2024-08-02,BEV_308,Beverages,AquaPure,CompC,42.08,44.66,32.91,0.263,68,1,Bundle,Mpumalanga,Online,340,0.39,Winter,Mid-tier,0.011
TXN101404,2024-08-02,BEV_126,Beverages,BrewMaster,CompD,23.65,23.94,21.29,0.111,55,0,None,Eastern Cape,In-store,110,0.4,Winter,Premium,0.016
TXN102010,2024-08-02,HOU_721,Household,CleanEase,CompD,48.74,44.28,30.73,0.306,50,0,None,Eastern Cape,Online,200,0.57,Winter,Value,0.03
TXN101628,2024-08-02,SNA_801,Snacks,MunchBox,CompD,53.41,53.22,38.82,0.271,58,0,None,Eastern Cape,In-store,232,0.46,Winter,Premium,0.022
TXN102368,2024-08-02,HOU_361,Household,EcoHome,CompE,16.45,17.45,11.49,0.342,49,0,None,Western Cape,Online,245,0.55,Winter,Value,0.006
TXN100674,2024-08-03,SNA_528,Snacks,Snackster,CompB,73.01,70.1,54.4,0.224,87,0,None,Western Cape,In-store,174,0.46,Winter,Value,0.014
TXN101477,2024-08-03,PER_850,Personal Care,SoftTouch,CompB,248.79,251.61,192.45,0.235,43,0,None,KwaZulu-Natal,In-store,215,0.56,Winter,Value,0.025
TXN100797,2024-08-03,DAI_418,Dairy,FarmFresh,CompE,64.12,67.21,49.61,0.262,46,0,None,Western Cape,In-store,92,0.68,Winter,Premium,0.027
TXN100548,2024-08-03,DAI_983,Dairy,FarmFresh,CompE,53.98,56.83,41.68,0.267,54,0,None,KwaZulu-Natal,Online,216,0.71,Winter,Mid-tier,0.019
TXN100729,2024-08-03,BEV_523,Beverages,BrewMaster,CompD,53.87,55.74,47.21,0.153,66,1,Flash Sale,Western Cape,Online,330,0.44,Winter,Premium,0.026
TXN101573,2024-08-04,DAI_825,Dairy,Creamy,CompE,61.09,62.47,51.79,0.171,73,0,None,Eastern Cape,In-store,146,0.69,Winter,Mid-tier,0.015
TXN100205,2024-08-04,SNA_767,Snacks,MunchBox,CompD,16.34,15.74,10.2,0.352,73,0,None,KwaZulu-Natal,In-store,73,0.41,Winter,Mid-tier,0.03
TXN102002,2024-08-04,BEV_916,Beverages,AquaPure,CompE,100.58,102.23,62.27,0.391,56,0,None,Eastern Cape,In-store,112,0.31,Winter,Value,0.011
TXN100012,2024-08-04,DAI_527,Dairy,Creamy,CompB,73.82,72.68,64.31,0.115,61,0,None,Eastern Cape,Online,61,0.73,Winter,Premium,0.009
TXN101880,2024-08-04,HOU_949,Household,HomeFresh,CompB,155.86,161.05,100.47,0.376,39,0,None,Gauteng,In-store,156,0.64,Winter,Value,0.017
TXN100417,2024-08-04,BEV_215,Beverages,AquaPure,CompA,60.12,56.9,42.37,0.255,116,0,None,Western Cape,Online,580,0.5,Winter,Value,0.023
TXN100307,2024-08-04,SNA_315,Snacks,TreatsCo,CompE,33.04,33.3,23.48,0.295,83,0,None,Gauteng,In-store,332,0.48,Winter,Value,0.009
TXN100278,2024-08-04,BEV_985,Beverages,FizzUp,CompD,77.71,79.24,69.17,0.127,78,0,None,Eastern Cape,In-store,156,0.47,Winter,Mid-tier,0.014
TXN100260,2024-08-04,SNA_827,Snacks,Snackster,CompB,65.26,64.75,40.8,0.37,72,0,None,Western Cape,Online,216,0.49,Winter,Mid-tier,0.039
TXN100034,2024-08-04,SNA_346,Snacks,CrunchTime,CompB,34.89,37.58,34.03,0.094,86,0,None,Mpumalanga,In-store,430,0.52,Winter,Value,0.028
TXN100139,2024-08-04,BEV_510,Beverages,AquaPure,CompA,58.82,59.05,47.96,0.188,42,0,None,Western Cape,Online,126,0.34,Winter,Premium,0.03
TXN100874,2024-08-05,DAI_494,Dairy,MilkyWay,CompE,50.49,51.22,36.38,0.29,79,0,None,Western Cape,Online,316,0.59,Winter,Value,0.021
TXN100611,2024-08-05,PER_221,Personal Care,PureSkin,CompC,161.02,154.65,111.26,0.281,50,0,None,Gauteng,In-store,150,0.5,Winter,Value,0.041
TXN101648,2024-08-05,DAI_516,Dairy,FarmFresh,CompA,40.9,38.14,30.94,0.189,85,0,None,Eastern Cape,Online,85,0.78,Winter,Mid-tier,0.018
TXN101000,2024-08-05,SNA_456,Snacks,MunchBox,CompA,62.84,59.77,37.86,0.367,85,0,None,Western Cape,In-store,340,0.54,Winter,Value,0.036
TXN102116,2024-08-05,HOU_174,Household,CleanEase,CompD,282.81,280.69,228.25,0.187,71,0,None,Gauteng,In-store,355,0.62,Winter,Value,0.037
TXN101276,2024-08-05,SNA_491,Snacks,Snackster,CompC,49.59,48.93,36.53,0.253,90,0,None,Western Cape,In-store,90,0.45,Winter,Value,0.013
TXN102132,2024-08-06,DAI_675,Dairy,FarmFresh,CompC,41.52,40.2,28.94,0.28,84,0,None,KwaZulu-Natal,Online,168,0.74,Winter,Mid-tier,0.034
TXN100429,2024-08-06,HOU_311,Household,CleanEase,CompB,330.73,330.69,231.29,0.301,43,0,None,Western Cape,Online,86,0.57,Winter,Mid-tier,0.033
TXN100632,2024-08-06,PER_682,Personal Care,GlowWell,CompD,197.75,193.48,155.31,0.197,58,0,None,Eastern Cape,In-store,290,0.52,Winter,Mid-tier,0.022
TXN101546,2024-08-06,BEV_373,Beverages,CoolSip,CompA,79.3,75.73,54.73,0.277,59,0,None,Western Cape,Online,59,0.37,Winter,Premium,0.018
TXN101501,2024-08-06,DAI_946,Dairy,DairyDelight,CompB,42.51,45.66,39.45,0.136,65,0,None,KwaZulu-Natal,In-store,260,0.68,Winter,Value,0.025
TXN100715,2024-08-07,BEV_843,Beverages,CoolSip,CompB,52.22,49.68,30.88,0.378,79,0,None,KwaZulu-Natal,In-store,316,0.42,Winter,Mid-tier,0.023
TXN100789,2024-08-07,SNA_187,Snacks,CrunchTime,CompA,11.58,12.47,8.84,0.291,46,0,None,Gauteng,In-store,184,0.41,Winter,Premium,0.03
TXN102026,2024-08-07,PER_777,Personal Care,BodyCare,CompE,191.14,184.48,135.88,0.263,73,0,None,Eastern Cape,Online,73,0.59,Winter,Value,0.025
TXN101704,2024-08-07,BEV_548,Beverages,AquaPure,CompD,38.08,34.33,24.63,0.283,71,0,None,Mpumalanga,In-store,355,0.34,Winter,Value,0.028
TXN101595,2024-08-07,HOU_366,Household,SparkPro,CompD,117.72,115.83,86.11,0.257,42,0,None,Eastern Cape,In-store,126,0.57,Winter,Value,0.027
TXN100959,2024-08-07,SNA_259,Snacks,Snackster,CompC,35.12,36.48,28.51,0.218,60,0,None,Western Cape,In-store,120,0.43,Winter,Mid-tier,0.015
TXN100124,2024-08-07,PER_402,Personal Care,PureSkin,CompA,242.68,245.95,165.15,0.329,42,0,None,Gauteng,In-store,84,0.49,Winter,Mid-tier,0.02
TXN100258,2024-08-08,HOU_401,Household,SparkPro,CompD,171.74,170.1,150.45,0.116,41,0,None,Mpumalanga,In-store,82,0.57,Winter,Mid-tier,0.008
TXN101536,2024-08-08,SNA_551,Snacks,MunchBox,CompE,8.55,8.7,5.82,0.331,67,0,None,Eastern Cape,Online,268,0.38,Winter,Mid-tier,0.038
